"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Nordjylland;2021-02-07;F;20;0;1;2336;200996;11878
Sjælland;2021-02-07;F;26;0;3;2336;201022;11881
Syddanmark;2021-02-07;F;35;1;2;2337;201057;11883
Hovedstaden;2021-02-07;M;70;2;8;2339;201127;11891
Midtjylland;2021-02-07;M;44;0;2;2339;201171;11893
Nordjylland;2021-02-07;M;13;0;2;2339;201184;11895
Sjælland;2021-02-07;M;20;0;0;2339;201204;11895
Syddanmark;2021-02-07;M;27;1;0;2340;201231;11895
Hovedstaden;2021-02-08;F;89;1;11;2341;201320;11906
Midtjylland;2021-02-08;F;28;0;1;2341;201348;11907
Nordjylland;2021-02-08;F;25;0;1;2341;201373;11908
Sjælland;2021-02-08;F;55;0;8;2341;201428;11916
Syddanmark;2021-02-08;F;40;0;6;2341;201468;11922
Hovedstaden;2021-02-08;M;71;1;4;2342;201539;11926
Midtjylland;2021-02-08;M;39;0;2;2342;201578;11928
Nordjylland;2021-02-08;M;13;1;3;2343;201591;11931
Sjælland;2021-02-08;M;48;1;6;2344;201639;11937
Syddanmark;2021-02-08;M;29;0;2;2344;201668;11939
Hovedstaden;2021-02-09;F;90;2;11;2346;201758;11950
Midtjylland;2021-02-09;F;25;0;0;2346;201783;11950
Nordjylland;2021-02-09;F;22;0;2;2346;201805;11952
Sjælland;2021-02-09;F;37;0;3;2346;201842;11955
Syddanmark;2021-02-09;F;45;1;3;2347;201887;11958
Hovedstaden;2021-02-09;M;88;0;5;2347;201975;11963
Midtjylland;2021-02-09;M;47;0;1;2347;202022;11964
Nordjylland;2021-02-09;M;14;0;2;2347;202036;11966
Sjælland;2021-02-09;M;36;0;5;2347;202072;11971
Syddanmark;2021-02-09;M;53;1;3;2348;202125;11974
Hovedstaden;2021-02-10;F;81;0;7;2348;202206;11981
Midtjylland;2021-02-10;F;43;2;3;2350;202249;11984
Nordjylland;2021-02-10;F;21;0;3;2350;202270;11987
Sjælland;2021-02-10;F;36;0;4;2350;202306;11991
Syddanmark;2021-02-10;F;35;0;1;2350;202341;11992
Hovedstaden;2021-02-10;M;95;1;6;2351;202436;11998
Midtjylland;2021-02-10;M;45;0;3;2351;202481;12001
Nordjylland;2021-02-10;M;23;0;3;2351;202504;12004
Sjælland;2021-02-10;M;26;0;2;2351;202530;12006
Syddanmark;2021-02-10;M;40;1;1;2352;202570;12007
Hovedstaden;2021-02-11;F;82;2;1;2354;202652;12008
Midtjylland;2021-02-11;F;32;0;0;2354;202684;12008
Nordjylland;2021-02-11;F;11;0;0;2354;202695;12008
Sjælland;2021-02-11;F;43;0;2;2354;202738;12010
Syddanmark;2021-02-11;F;36;0;2;2354;202774;12012
Hovedstaden;2021-02-11;M;66;1;4;2355;202840;12016
Midtjylland;2021-02-11;M;27;0;3;2355;202867;12019
Nordjylland;2021-02-11;M;9;1;1;2356;202876;12020
Sjælland;2021-02-11;M;39;1;5;2357;202915;12025
Syddanmark;2021-02-11;M;23;0;0;2357;202938;12025
Hovedstaden;2021-02-12;F;68;1;5;2358;203006;12030
Midtjylland;2021-02-12;F;19;0;1;2358;203025;12031
Nordjylland;2021-02-12;F;17;0;0;2358;203042;12031
Sjælland;2021-02-12;F;25;0;2;2358;203067;12033
Syddanmark;2021-02-12;F;20;0;0;2358;203087;12033
Hovedstaden;2021-02-12;M;77;0;8;2358;203164;12041
Midtjylland;2021-02-12;M;19;0;2;2358;203183;12043
Nordjylland;2021-02-12;M;16;0;1;2358;203199;12044
Sjælland;2021-02-12;M;27;0;2;2358;203226;12046
Syddanmark;2021-02-12;M;26;0;2;2358;203252;12048
Hovedstaden;2021-02-13;F;62;0;3;2358;203314;12051
Midtjylland;2021-02-13;F;25;0;3;2358;203339;12054
Nordjylland;2021-02-13;F;16;0;3;2358;203355;12057
Sjælland;2021-02-13;F;19;0;1;2358;203374;12058
Syddanmark;2021-02-13;F;42;0;3;2358;203416;12061
Hovedstaden;2021-02-13;M;63;1;5;2359;203479;12066
Midtjylland;2021-02-13;M;31;1;0;2360;203510;12066
Nordjylland;2021-02-13;M;15;0;0;2360;203525;12066
Sjælland;2021-02-13;M;12;0;0;2360;203537;12066
Syddanmark;2021-02-13;M;46;0;3;2360;203583;12069
Hovedstaden;2021-02-14;F;58;0;3;2360;203641;12072
Midtjylland;2021-02-14;F;18;0;2;2360;203659;12074
Nordjylland;2021-02-14;F;15;0;2;2360;203674;12076
Sjælland;2021-02-14;F;25;0;2;2360;203699;12078
Syddanmark;2021-02-14;F;48;0;1;2360;203747;12079
Hovedstaden;2021-02-14;M;65;1;3;2361;203812;12082
Midtjylland;2021-02-14;M;26;0;1;2361;203838;12083
Nordjylland;2021-02-14;M;19;0;0;2361;203857;12083
Sjælland;2021-02-14;M;21;1;2;2362;203878;12085
Syddanmark;2021-02-14;M;43;0;3;2362;203921;12088
Hovedstaden;2021-02-15;F;82;0;2;2362;204003;12090
Midtjylland;2021-02-15;F;34;0;1;2362;204037;12091
Nordjylland;2021-02-15;F;22;0;2;2362;204059;12093
Sjælland;2021-02-15;F;26;0;0;2362;204085;12093
Syddanmark;2021-02-15;F;49;0;2;2362;204134;12095
Hovedstaden;2021-02-15;M;78;1;7;2363;204212;12102
Midtjylland;2021-02-15;M;29;2;2;2365;204241;12104
Nordjylland;2021-02-15;M;11;0;1;2365;204252;12105
Sjælland;2021-02-15;M;22;0;2;2365;204274;12107
Syddanmark;2021-02-15;M;44;0;6;2365;204318;12113
Hovedstaden;2021-02-16;F;86;0;5;2365;204404;12118
Midtjylland;2021-02-16;F;35;0;0;2365;204439;12118
Nordjylland;2021-02-16;F;11;0;0;2365;204450;12118
Sjælland;2021-02-16;F;31;0;3;2365;204481;12121
Syddanmark;2021-02-16;F;89;0;4;2365;204570;12125
Hovedstaden;2021-02-16;M;78;0;5;2365;204648;12130
Midtjylland;2021-02-16;M;50;1;3;2366;204698;12133
Nordjylland;2021-02-16;M;10;0;0;2366;204708;12133
Sjælland;2021-02-16;M;31;0;3;2366;204739;12136
Syddanmark;2021-02-16;M;97;0;4;2366;204836;12140
Hovedstaden;2021-02-17;F;92;0;4;2366;204928;12144
Midtjylland;2021-02-17;F;35;0;2;2366;204963;12146
Nordjylland;2021-02-17;F;11;0;2;2366;204974;12148
Sjælland;2021-02-17;F;20;0;0;2366;204994;12148
Syddanmark;2021-02-17;F;84;0;2;2366;205078;12150
Hovedstaden;2021-02-17;M;91;1;7;2367;205169;12157
Midtjylland;2021-02-17;M;41;0;4;2367;205210;12161
Nordjylland;2021-02-17;M;19;0;0;2367;205229;12161
Sjælland;2021-02-17;M;28;0;4;2367;205257;12165
Syddanmark;2021-02-17;M;83;0;5;2367;205340;12170
Hovedstaden;2021-02-18;F;75;0;2;2367;205415;12172
Midtjylland;2021-02-18;F;36;0;0;2367;205451;12172
Nordjylland;2021-02-18;F;37;0;2;2367;205488;12174
Sjælland;2021-02-18;F;29;0;1;2367;205517;12175
Syddanmark;2021-02-18;F;80;0;3;2367;205597;12178
Hovedstaden;2021-02-18;M;70;1;6;2368;205667;12184
Midtjylland;2021-02-18;M;51;0;5;2368;205718;12189
Nordjylland;2021-02-18;M;37;0;3;2368;205755;12192
Sjælland;2021-02-18;M;38;1;5;2369;205793;12197
Syddanmark;2021-02-18;M;88;0;4;2369;205881;12201
Hovedstaden;2021-02-19;F;86;3;6;2372;205967;12207
Midtjylland;2021-02-19;F;27;0;1;2372;205994;12208
Nordjylland;2021-02-19;F;6;0;1;2372;206000;12209
Sjælland;2021-02-19;F;40;0;2;2372;206040;12211
Syddanmark;2021-02-19;F;56;0;4;2372;206096;12215
Hovedstaden;2021-02-19;M;95;0;9;2372;206191;12224
Midtjylland;2021-02-19;M;22;0;0;2372;206213;12224
Nordjylland;2021-02-19;M;20;0;3;2372;206233;12227
Sjælland;2021-02-19;M;37;0;4;2372;206270;12231
Syddanmark;2021-02-19;M;66;0;1;2372;206336;12232
Hovedstaden;2021-02-20;F;75;1;8;2373;206411;12240
Midtjylland;2021-02-20;F;32;0;2;2373;206443;12242
Nordjylland;2021-02-20;F;15;0;0;2373;206458;12242
Sjælland;2021-02-20;F;28;0;0;2373;206486;12242
Syddanmark;2021-02-20;F;53;0;2;2373;206539;12244
Hovedstaden;2021-02-20;M;79;0;9;2373;206618;12253
Midtjylland;2021-02-20;M;33;0;1;2373;206651;12254
Nordjylland;2021-02-20;M;11;0;0;2373;206662;12254
Sjælland;2021-02-20;M;33;1;1;2374;206695;12255
Syddanmark;2021-02-20;M;71;0;3;2374;206766;12258
Hovedstaden;2021-02-21;F;69;0;5;2374;206835;12263
Midtjylland;2021-02-21;F;40;0;0;2374;206875;12263
Nordjylland;2021-02-21;F;9;0;1;2374;206884;12264
Sjælland;2021-02-21;F;21;0;1;2374;206905;12265
Syddanmark;2021-02-21;F;84;0;5;2374;206989;12270
Hovedstaden;2021-02-21;M;91;0;7;2374;207080;12277
Midtjylland;2021-02-21;M;40;0;2;2374;207120;12279
Nordjylland;2021-02-21;M;12;0;1;2374;207132;12280
Sjælland;2021-02-21;M;37;0;3;2374;207169;12283
Syddanmark;2021-02-21;M;66;0;3;2374;207235;12286
Hovedstaden;2021-02-22;F;93;0;6;2374;207328;12292
Midtjylland;2021-02-22;F;44;0;2;2374;207372;12294
Nordjylland;2021-02-22;F;21;0;0;2374;207393;12294
Sjælland;2021-02-22;F;50;1;4;2375;207443;12298
Syddanmark;2021-02-22;F;91;0;4;2375;207534;12302
Hovedstaden;2021-02-22;M;101;0;3;2375;207635;12305
Midtjylland;2021-02-22;M;38;0;0;2375;207673;12305
Nordjylland;2021-02-22;M;19;0;2;2375;207692;12307
Sjælland;2021-02-22;M;43;0;5;2375;207735;12312
Syddanmark;2021-02-22;M;81;0;2;2375;207816;12314
Hovedstaden;2021-02-23;F;132;0;6;2375;207948;12320
Midtjylland;2021-02-23;F;21;0;0;2375;207969;12320
Nordjylland;2021-02-23;F;24;1;2;2376;207993;12322
Sjælland;2021-02-23;F;47;0;2;2376;208040;12324
Syddanmark;2021-02-23;F;71;0;5;2376;208111;12329
Hovedstaden;2021-02-23;M;122;0;8;2376;208233;12337
Midtjylland;2021-02-23;M;40;0;3;2376;208273;12340
Nordjylland;2021-02-23;M;17;0;1;2376;208290;12341
Sjælland;2021-02-23;M;52;1;6;2377;208342;12347
Syddanmark;2021-02-23;M;74;0;5;2377;208416;12352
Hovedstaden;2021-02-24;F;120;3;11;2380;208536;12363
Midtjylland;2021-02-24;F;33;0;0;2380;208569;12363
Nordjylland;2021-02-24;F;13;0;2;2380;208582;12365
Sjælland;2021-02-24;F;49;0;1;2380;208631;12366
Syddanmark;2021-02-24;F;60;0;5;2380;208691;12371
Hovedstaden;2021-02-24;M;110;0;9;2380;208801;12380
Midtjylland;2021-02-24;M;27;0;0;2380;208828;12380
Nordjylland;2021-02-24;M;12;0;1;2380;208840;12381
Sjælland;2021-02-24;M;40;0;1;2380;208880;12382
Syddanmark;2021-02-24;M;71;0;6;2380;208951;12388
Hovedstaden;2021-02-25;F;110;0;6;2380;209061;12394
Midtjylland;2021-02-25;F;30;0;1;2380;209091;12395
Nordjylland;2021-02-25;F;14;0;0;2380;209105;12395
Sjælland;2021-02-25;F;61;0;7;2380;209166;12402
Syddanmark;2021-02-25;F;54;0;6;2380;209220;12408
Hovedstaden;2021-02-25;M;118;1;5;2381;209338;12413
Midtjylland;2021-02-25;M;32;0;4;2381;209370;12417
Nordjylland;2021-02-25;M;13;0;0;2381;209383;12417
Sjælland;2021-02-25;M;43;0;2;2381;209426;12419
Syddanmark;2021-02-25;M;62;0;1;2381;209488;12420
Hovedstaden;2021-02-26;F;121;0;8;2381;209609;12428
Midtjylland;2021-02-26;F;19;0;0;2381;209628;12428
Nordjylland;2021-02-26;F;8;0;0;2381;209636;12428
Sjælland;2021-02-26;F;34;0;1;2381;209670;12429
Syddanmark;2021-02-26;F;65;0;3;2381;209735;12432
Hovedstaden;2021-02-26;M;110;0;4;2381;209845;12436
Midtjylland;2021-02-26;M;26;0;3;2381;209871;12439
Nordjylland;2021-02-26;M;12;0;0;2381;209883;12439
Sjælland;2021-02-26;M;32;1;5;2382;209915;12444
Syddanmark;2021-02-26;M;65;0;4;2382;209980;12448
Hovedstaden;2021-02-27;F;103;1;4;2383;210083;12452
Midtjylland;2021-02-27;F;25;0;2;2383;210108;12454
Nordjylland;2021-02-27;F;12;0;0;2383;210120;12454
Sjælland;2021-02-27;F;31;0;1;2383;210151;12455
Syddanmark;2021-02-27;F;46;1;2;2384;210197;12457
Hovedstaden;2021-02-27;M;98;0;5;2384;210295;12462
Midtjylland;2021-02-27;M;25;0;1;2384;210320;12463
Nordjylland;2021-02-27;M;8;0;0;2384;210328;12463
Sjælland;2021-02-27;M;31;0;4;2384;210359;12467
Syddanmark;2021-02-27;M;43;0;4;2384;210402;12471
Hovedstaden;2021-02-28;F;118;0;6;2384;210520;12477
Midtjylland;2021-02-28;F;26;0;1;2384;210546;12478
Nordjylland;2021-02-28;F;13;0;0;2384;210559;12478
Sjælland;2021-02-28;F;21;0;1;2384;210580;12479
Syddanmark;2021-02-28;F;58;1;5;2385;210638;12484
Hovedstaden;2021-02-28;M;117;0;4;2385;210755;12488
Midtjylland;2021-02-28;M;20;0;1;2385;210775;12489
Nordjylland;2021-02-28;M;13;0;1;2385;210788;12490
Sjælland;2021-02-28;M;28;0;2;2385;210816;12492
Syddanmark;2021-02-28;M;57;0;2;2385;210873;12494
Hovedstaden;2021-03-01;F;135;0;4;2385;211008;12498
Midtjylland;2021-03-01;F;31;0;1;2385;211039;12499
Nordjylland;2021-03-01;F;18;0;0;2385;211057;12499
Sjælland;2021-03-01;F;56;0;4;2385;211113;12503
Syddanmark;2021-03-01;F;60;0;6;2385;211173;12509
Hovedstaden;2021-03-01;M;127;0;5;2385;211300;12514
Midtjylland;2021-03-01;M;33;0;0;2385;211333;12514
Nordjylland;2021-03-01;M;15;0;1;2385;211348;12515
Sjælland;2021-03-01;M;49;2;5;2387;211397;12520
Syddanmark;2021-03-01;M;63;1;2;2388;211460;12522
Hovedstaden;2021-03-02;F;121;2;6;2390;211581;12528
Midtjylland;2021-03-02;F;40;0;1;2390;211621;12529
Nordjylland;2021-03-02;F;8;0;1;2390;211629;12530
Sjælland;2021-03-02;F;49;0;4;2390;211678;12534
Syddanmark;2021-03-02;F;71;0;4;2390;211749;12538
Hovedstaden;2021-03-02;M;130;1;10;2391;211879;12548
Midtjylland;2021-03-02;M;42;0;1;2391;211921;12549
Nordjylland;2021-03-02;M;11;0;0;2391;211932;12549
Sjælland;2021-03-02;M;46;0;4;2391;211978;12553
Syddanmark;2021-03-02;M;75;0;4;2391;212053;12557
Hovedstaden;2021-03-03;F;104;0;3;2391;212157;12560
Midtjylland;2021-03-03;F;39;0;2;2391;212196;12562
Nordjylland;2021-03-03;F;10;0;0;2391;212206;12562
Sjælland;2021-03-03;F;41;0;3;2391;212247;12565
Syddanmark;2021-03-03;F;77;0;7;2391;212324;12572
Hovedstaden;2021-03-03;M;108;0;4;2391;212432;12576
Midtjylland;2021-03-03;M;35;0;0;2391;212467;12576
Nordjylland;2021-03-03;M;12;0;0;2391;212479;12576
Sjælland;2021-03-03;M;43;0;4;2391;212522;12580
Syddanmark;2021-03-03;M;70;1;5;2392;212592;12585
Hovedstaden;2021-03-04;F;119;0;4;2392;212711;12589
Midtjylland;2021-03-04;F;23;0;0;2392;212734;12589
Nordjylland;2021-03-04;F;10;0;0;2392;212744;12589
Sjælland;2021-03-04;F;41;0;0;2392;212785;12589
Syddanmark;2021-03-04;F;41;0;2;2392;212826;12591
Hovedstaden;2021-03-04;M;105;0;3;2392;212931;12594
Midtjylland;2021-03-04;M;24;0;0;2392;212955;12594
Nordjylland;2021-03-04;M;8;0;0;2392;212963;12594
Sjælland;2021-03-04;M;40;0;3;2392;213003;12597
Syddanmark;2021-03-04;M;69;0;3;2392;213072;12600
Hovedstaden;2021-03-05;F;97;0;8;2392;213169;12608
Midtjylland;2021-03-05;F;38;0;3;2392;213207;12611
Nordjylland;2021-03-05;F;7;0;0;2392;213214;12611
Sjælland;2021-03-05;F;30;0;0;2392;213244;12611
Syddanmark;2021-03-05;F;39;0;2;2392;213283;12613
Hovedstaden;2021-03-05;M;110;3;9;2395;213393;12622
Midtjylland;2021-03-05;M;20;0;1;2395;213413;12623
Nordjylland;2021-03-05;M;14;0;1;2395;213427;12624
Sjælland;2021-03-05;M;36;1;5;2396;213463;12629
Syddanmark;2021-03-05;M;73;0;3;2396;213536;12632
Hovedstaden;2021-03-06;F;107;0;4;2396;213643;12636
Midtjylland;2021-03-06;F;29;0;1;2396;213672;12637
Nordjylland;2021-03-06;F;8;0;0;2396;213680;12637
Sjælland;2021-03-06;F;30;0;2;2396;213710;12639
Syddanmark;2021-03-06;F;46;0;0;2396;213756;12639
Hovedstaden;2021-03-06;M;96;0;6;2396;213852;12645
Midtjylland;2021-03-06;M;17;0;0;2396;213869;12645
Nordjylland;2021-03-06;M;9;0;1;2396;213878;12646
Sjælland;2021-03-06;M;41;0;5;2396;213919;12651
Syddanmark;2021-03-06;M;64;0;5;2396;213983;12656
Hovedstaden;2021-03-07;F;103;0;7;2396;214086;12663
Midtjylland;2021-03-07;F;46;0;1;2396;214132;12664
Nordjylland;2021-03-07;F;13;0;0;2396;214145;12664
Sjælland;2021-03-07;F;27;0;3;2396;214172;12667
Syddanmark;2021-03-07;F;48;0;2;2396;214220;12669
Hovedstaden;2021-03-07;M;87;0;5;2396;214307;12674
Midtjylland;2021-03-07;M;27;0;2;2396;214334;12676
Nordjylland;2021-03-07;M;10;0;0;2396;214344;12676
Sjælland;2021-03-07;M;33;0;3;2396;214377;12679
Syddanmark;2021-03-07;M;60;0;0;2396;214437;12679
Hovedstaden;2021-03-08;F;110;0;7;2396;214547;12686
Midtjylland;2021-03-08;F;40;0;2;2396;214587;12688
Nordjylland;2021-03-08;F;14;0;0;2396;214601;12688
Sjælland;2021-03-08;F;47;1;3;2397;214648;12691
Syddanmark;2021-03-08;F;66;0;3;2397;214714;12694
Hovedstaden;2021-03-08;M;143;0;9;2397;214857;12703
Midtjylland;2021-03-08;M;52;0;2;2397;214909;12705
Nordjylland;2021-03-08;M;7;0;1;2397;214916;12706
Sjælland;2021-03-08;M;32;0;2;2397;214948;12708
Syddanmark;2021-03-08;M;83;0;1;2397;215031;12709
Hovedstaden;2021-03-09;F;118;0;6;2397;215149;12715
Midtjylland;2021-03-09;F;36;0;2;2397;215185;12717
Nordjylland;2021-03-09;F;5;0;0;2397;215190;12717
Sjælland;2021-03-09;F;41;0;3;2397;215231;12720
Syddanmark;2021-03-09;F;92;0;4;2397;215323;12724
Hovedstaden;2021-03-09;M;146;0;10;2397;215469;12734
Midtjylland;2021-03-09;M;53;0;1;2397;215522;12735
Nordjylland;2021-03-09;M;13;0;2;2397;215535;12737
Sjælland;2021-03-09;M;37;2;5;2399;215572;12742
Syddanmark;2021-03-09;M;94;0;3;2399;215666;12745
Hovedstaden;2021-03-10;F;112;1;6;2400;215778;12751
Midtjylland;2021-03-10;F;40;0;1;2400;215818;12752
Nordjylland;2021-03-10;F;8;0;0;2400;215826;12752
Sjælland;2021-03-10;F;27;0;2;2400;215853;12754
Syddanmark;2021-03-10;F;84;0;5;2400;215937;12759
Hovedstaden;2021-03-10;M;99;0;3;2400;216036;12762
Midtjylland;2021-03-10;M;39;0;2;2400;216075;12764
Nordjylland;2021-03-10;M;16;0;0;2400;216091;12764
Sjælland;2021-03-10;M;31;0;1;2400;216122;12765
Syddanmark;2021-03-10;M;81;0;4;2400;216203;12769
Hovedstaden;2021-03-11;F;135;0;7;2400;216338;12776
Midtjylland;2021-03-11;F;33;0;2;2400;216371;12778
Nordjylland;2021-03-11;F;16;1;2;2401;216387;12780
Sjælland;2021-03-11;F;36;1;1;2402;216423;12781
Syddanmark;2021-03-11;F;75;0;4;2402;216498;12785
Hovedstaden;2021-03-11;M;112;0;5;2402;216610;12790
Midtjylland;2021-03-11;M;36;0;2;2402;216646;12792
Nordjylland;2021-03-11;M;18;0;0;2402;216664;12792
Sjælland;2021-03-11;M;45;0;2;2402;216709;12794
Syddanmark;2021-03-11;M;72;0;3;2402;216781;12797
Hovedstaden;2021-03-12;F;109;0;2;2402;216890;12799
Midtjylland;2021-03-12;F;34;0;2;2402;216924;12801
Nordjylland;2021-03-12;F;13;0;0;2402;216937;12801
Sjælland;2021-03-12;F;31;0;2;2402;216968;12803
Syddanmark;2021-03-12;F;64;0;5;2402;217032;12808
Hovedstaden;2021-03-12;M;106;0;4;2402;217138;12812
Midtjylland;2021-03-12;M;27;0;2;2402;217165;12814
Nordjylland;2021-03-12;M;7;0;0;2402;217172;12814
Sjælland;2021-03-12;M;31;0;3;2402;217203;12817
Syddanmark;2021-03-12;M;57;0;2;2402;217260;12819
Hovedstaden;2021-03-13;F;85;0;5;2402;217345;12824
Midtjylland;2021-03-13;F;35;0;0;2402;217380;12824
Nordjylland;2021-03-13;F;10;0;0;2402;217390;12824
Sjælland;2021-03-13;F;24;0;2;2402;217414;12826
Syddanmark;2021-03-13;F;69;0;4;2402;217483;12830
Hovedstaden;2021-03-13;M;107;0;10;2402;217590;12840
Midtjylland;2021-03-13;M;25;0;1;2402;217615;12841
Nordjylland;2021-03-13;M;13;0;1;2402;217628;12842
Sjælland;2021-03-13;M;23;0;1;2402;217651;12843
Syddanmark;2021-03-13;M;70;0;2;2402;217721;12845
Hovedstaden;2021-03-14;F;94;0;6;2402;217815;12851
Midtjylland;2021-03-14;F;33;0;0;2402;217848;12851
Nordjylland;2021-03-14;F;13;0;0;2402;217861;12851
Sjælland;2021-03-14;F;25;0;1;2402;217886;12852
Syddanmark;2021-03-14;F;65;1;5;2403;217951;12857
Hovedstaden;2021-03-14;M;121;1;6;2404;218072;12863
Midtjylland;2021-03-14;M;36;0;0;2404;218108;12863
Nordjylland;2021-03-14;M;10;0;0;2404;218118;12863
Sjælland;2021-03-14;M;23;0;0;2404;218141;12863
Syddanmark;2021-03-14;M;66;0;1;2404;218207;12864
Hovedstaden;2021-03-15;F;122;0;5;2404;218329;12869
Midtjylland;2021-03-15;F;44;0;5;2404;218373;12874
Nordjylland;2021-03-15;F;13;0;0;2404;218386;12874
Sjælland;2021-03-15;F;41;1;2;2405;218427;12876
Syddanmark;2021-03-15;F;102;0;3;2405;218529;12879
Hovedstaden;2021-03-15;M;133;2;12;2407;218662;12891
Midtjylland;2021-03-15;M;38;0;2;2407;218700;12893
Nordjylland;2021-03-15;M;15;0;0;2407;218715;12893
Sjælland;2021-03-15;M;38;1;3;2408;218753;12896
Syddanmark;2021-03-15;M;88;1;6;2409;218841;12902
Hovedstaden;2021-03-16;F;121;1;8;2410;218962;12910
Midtjylland;2021-03-16;F;45;0;3;2410;219007;12913
Nordjylland;2021-03-16;F;22;0;0;2410;219029;12913
Sjælland;2021-03-16;F;41;0;3;2410;219070;12916
Syddanmark;2021-03-16;F;102;0;2;2410;219172;12918
Hovedstaden;2021-03-16;M;153;1;9;2411;219325;12927
Midtjylland;2021-03-16;M;79;0;3;2411;219404;12930
Nordjylland;2021-03-16;M;27;0;3;2411;219431;12933
Sjælland;2021-03-16;M;51;0;3;2411;219482;12936
Syddanmark;2021-03-16;M;99;0;7;2411;219581;12943
Hovedstaden;2021-03-17;F;122;0;4;2411;219703;12947
Midtjylland;2021-03-17;F;42;0;2;2411;219745;12949
Nordjylland;2021-03-17;F;17;0;0;2411;219762;12949
Sjælland;2021-03-17;F;43;0;0;2411;219805;12949
Syddanmark;2021-03-17;F;81;0;4;2411;219886;12953
Hovedstaden;2021-03-17;M;128;0;6;2411;220014;12959
Midtjylland;2021-03-17;M;44;0;0;2411;220058;12959
Nordjylland;2021-03-17;M;24;0;1;2411;220082;12960
Sjælland;2021-03-17;M;43;1;1;2412;220125;12961
Syddanmark;2021-03-17;M;115;2;3;2414;220240;12964
Hovedstaden;2021-03-18;F;148;3;4;2417;220388;12968
Midtjylland;2021-03-18;F;40;0;2;2417;220428;12970
Nordjylland;2021-03-18;F;11;0;0;2417;220439;12970
Sjælland;2021-03-18;F;39;0;2;2417;220478;12972
Syddanmark;2021-03-18;F;90;0;3;2417;220568;12975
Hovedstaden;2021-03-18;M;139;1;8;2418;220707;12983
Midtjylland;2021-03-18;M;33;0;1;2418;220740;12984
Nordjylland;2021-03-18;M;18;0;1;2418;220758;12985
Sjælland;2021-03-18;M;44;0;3;2418;220802;12988
Syddanmark;2021-03-18;M;82;1;5;2419;220884;12993
Hovedstaden;2021-03-19;F;165;0;5;2419;221049;12998
Midtjylland;2021-03-19;F;41;0;1;2419;221090;12999
Nordjylland;2021-03-19;F;10;0;1;2419;221100;13000
Sjælland;2021-03-19;F;42;1;4;2420;221142;13004
Syddanmark;2021-03-19;F;64;0;4;2420;221206;13008
Hovedstaden;2021-03-19;M;162;0;4;2420;221368;13012
Midtjylland;2021-03-19;M;32;0;0;2420;221400;13012
Nordjylland;2021-03-19;M;11;0;1;2420;221411;13013
Sjælland;2021-03-19;M;40;0;5;2420;221451;13018
Syddanmark;2021-03-19;M;72;0;2;2420;221523;13020
Hovedstaden;2021-03-20;F;121;0;3;2420;221644;13023
Midtjylland;2021-03-20;F;26;0;1;2420;221670;13024
Nordjylland;2021-03-20;F;18;0;4;2420;221688;13028
Sjælland;2021-03-20;F;24;1;2;2421;221712;13030
Syddanmark;2021-03-20;F;71;0;2;2421;221783;13032
Hovedstaden;2021-03-20;M;165;0;12;2421;221948;13044
Midtjylland;2021-03-20;M;42;0;1;2421;221990;13045
Nordjylland;2021-03-20;M;21;0;0;2421;222011;13045
Sjælland;2021-03-20;M;29;0;2;2421;222040;13047
Syddanmark;2021-03-20;M;60;0;2;2421;222100;13049
Hovedstaden;2021-03-21;F;133;0;5;2421;222233;13054
Midtjylland;2021-03-21;F;38;0;2;2421;222271;13056
Nordjylland;2021-03-21;F;16;0;1;2421;222287;13057
Sjælland;2021-03-21;F;23;0;1;2421;222310;13058
Syddanmark;2021-03-21;F;61;0;2;2421;222371;13060
Hovedstaden;2021-03-21;M;143;1;7;2422;222514;13067
Midtjylland;2021-03-21;M;45;0;2;2422;222559;13069
Nordjylland;2021-03-21;M;15;0;0;2422;222574;13069
Sjælland;2021-03-21;M;28;1;1;2423;222602;13070
Syddanmark;2021-03-21;M;59;0;4;2423;222661;13074
Hovedstaden;2021-03-22;F;172;0;8;2423;222833;13082
Midtjylland;2021-03-22;F;43;1;2;2424;222876;13084
Nordjylland;2021-03-22;F;20;0;1;2424;222896;13085
Sjælland;2021-03-22;F;39;1;3;2425;222935;13088
Syddanmark;2021-03-22;F;85;0;2;2425;223020;13090
Hovedstaden;2021-03-22;M;188;1;12;2426;223208;13102
Midtjylland;2021-03-22;M;57;0;2;2426;223265;13104
Nordjylland;2021-03-22;M;25;0;1;2426;223290;13105
Sjælland;2021-03-22;M;42;0;2;2426;223332;13107
Syddanmark;2021-03-22;M;104;0;4;2426;223436;13111
Hovedstaden;2021-03-23;F;178;0;14;2426;223614;13125
Midtjylland;2021-03-23;F;76;0;2;2426;223690;13127
Nordjylland;2021-03-23;F;11;0;1;2426;223701;13128
Sjælland;2021-03-23;F;42;0;3;2426;223743;13131
Syddanmark;2021-03-23;F;76;0;3;2426;223819;13134
Hovedstaden;2021-03-23;M;212;2;6;2428;224031;13140
Midtjylland;2021-03-23;M;52;0;4;2428;224083;13144
Nordjylland;2021-03-23;M;24;0;2;2428;224107;13146
Sjælland;2021-03-23;M;46;0;1;2428;224153;13147
Syddanmark;2021-03-23;M;83;0;3;2428;224236;13150
